Price,Close,High,Low,Open,Volume
Ticker,INTC,INTC,INTC,INTC,INTC
Date,,,,,
1995-01-03,2.241335868835449,2.2506750365247834,2.2149672115550323,2.2369413608578994,41721600
1995-01-04,2.2369418144226074,2.2633104770495622,2.2237572148732223,2.2501258775001776,41865600
1995-01-05,2.2545199394226074,2.2852830974993075,2.2369408386726124,2.241335345624321,60480000
1995-01-06,2.285285234451294,2.289680281984357,2.2501270000751203,2.2545220476081833,56316800
1995-01-09,2.3204426765441895,2.3204426765441895,2.280889944611772,2.280889944611772,75056000
1995-01-10,2.342416524887085,2.368785188188974,2.320442370566263,2.3336269704531216,109320000
1995-01-11,2.3292324542999268,2.368785726476844,2.320442897868606,2.351206613614203,58468800
1995-01-12,2.359996795654297,2.3775759131769654,2.3050615169238653,2.32483856060896,85384000
1995-01-13,2.395155191421509,2.4083392622121536,2.3731810248075966,2.3775760727192305,126689600
1995-01-16,2.395155191421509,2.4083392622121536,2.381970584158736,2.4083392622121536,59564800
1995-01-17,2.3556015491485596,2.4391026185670883,2.351207038374978,2.395154828471033,118696000
1995-01-18,2.439101457595825,2.447891011431356,2.3995481971000383,2.3995481971000383,189520000
1995-01-19,2.485247850418091,2.4874449717330624,2.425918064305036,2.43470762250904,146992000
1995-01-20,2.419323205947876,2.4830479756176946,2.4132806589665567,2.474258426211033,146233600
1995-01-23,2.474260091781616,2.4830496471050467,2.3907590479730856,2.4039436491941726,105260800
1995-01-24,2.5138137340545654,2.5204061711736143,2.456681871971182,2.483050547503223,110656000
1995-01-25,2.4918391704559326,2.522602345457279,2.443496348561406,2.461075458982711,152656000
1995-01-26,2.478555202484131,2.507145186143667,2.4631601828779885,2.485152952973982,78633600
1995-01-27,2.498350143432617,2.515944158527213,2.471959120790723,2.480756128338021,80027200
1995-01-30,2.4631621837615967,2.5027489873211377,2.458763948325395,2.5027489873211377,65137600
1995-01-31,2.4411702156066895,2.4631624691896215,2.4274243524009216,2.458764233243758,84265600
1995-02-01,2.4851536750793457,2.498348911430004,2.4323716558237822,2.441168659033043,75233600
1995-02-02,2.540135145187378,2.5428842089067762,2.4807551003851183,2.4807551003851183,88065600
1995-02-03,2.586319923400879,2.6083127082196627,2.5335378841477993,2.559928903774339,142459200
1995-02-06,2.5907185077667236,2.617109525484585,2.5819215018607697,2.5819215018607697,56099200
1995-02-07,2.568725824356079,2.5951168430994636,2.5555305834477124,2.5907186084388916,44675200
1995-02-08,2.696281909942627,2.705078913666866,2.6039131023748645,2.6083118727002326,135900800
1995-02-09,2.727072238922119,2.771057275033766,2.6962829821073213,2.6962829821073213,126497600
1995-02-10,2.7226736545562744,2.7622599135159533,2.713876648462275,2.7226736545562744,88566400
1995-02-13,2.713876485824585,2.74466573684512,2.7006807090110634,2.7226734913913964,53864000
1995-02-14,2.762259006500244,2.762259006500244,2.7138757573336956,2.7138757573336956,68824000
1995-02-15,2.8062450885772705,2.815042095124535,2.7622600558409496,2.7622600558409496,113956800
1995-02-16,2.810642957687378,2.841432202251624,2.7974471836409176,2.810642957687378,94993600
1995-02-17,2.773256301879883,2.797448340584143,2.77105731850316,2.797448340584143,80916800
1995-02-21,2.7798526287078857,2.7930484001554543,2.75346162273914,2.7754543961762903,67569600
1995-02-22,2.8018455505371094,2.8150407857571365,2.7754545431706363,2.7754545431706363,44088000
1995-02-23,2.746863842010498,2.8370336571830705,2.7446648597847867,2.8150408818305506,87577600
1995-02-24,2.762259006500244,2.771056009705659,2.716075008135049,2.7446650000894146,78345600
1995-02-27,2.755662202835083,2.7798542407990587,2.740267977352297,2.75346321952565,51545600
1995-02-28,2.8062450885772705,2.8062450885772705,2.7314708013888596,2.7534630492936856,54179200
1995-03-01,2.7710556983947754,2.8331847950164324,2.7710556983947754,2.8062437072632807,65336000
1995-03-02,2.7793023586273193,2.801845211619096,2.7578602046621743,2.7710554382860737,39121600
1995-03-03,2.8810205459594727,2.8898175544403766,2.7710576714847783,2.775456444188624,140860800
1995-03-06,2.894214153289795,2.911808160300675,2.850229135762594,2.8678231427734744,80664000
1995-03-07,2.828235626220703,2.889814623123667,2.819438626663137,2.8854158548817628,85563200
1995-03-08,2.8062450885772705,2.845831886503294,2.788651075482742,2.823839101671799,85804800
1995-03-09,2.821639060974121,2.8458308199122504,2.784251797160649,2.8150410400732158,84761600
1995-03-10,2.8326354026794434,2.837034173320785,2.8150413939671486,2.8150413939671486,57476800
1995-03-13,2.8634259700775146,2.8854182185236525,2.828237943022348,2.832636177940903,73267200
1995-03-14,2.8986124992370605,2.9162065036727136,2.8722214925835807,2.8722214925835807,66921600
1995-03-15,2.8810205459594727,2.9118098071792433,2.867824764774723,2.898614562921281,34435200
1995-03-16,2.865624189376831,2.898612952856266,2.8590261682176994,2.8766201754067313,34500800
1995-03-17,2.8463807106018066,2.8766204129551194,2.8458311662950133,2.8766204129551194,38120000
1995-03-20,2.933800220489502,2.933800220489502,2.8238374350838096,2.845830206935489,66764800
1995-03-21,2.9294023513793945,2.96459036761218,2.922804329872489,2.9338011218717517,83536000
1995-03-22,2.968989372253418,2.968989372253418,2.911808572902328,2.925004348493564,69624000
1995-03-23,3.0041770935058594,3.017372330862705,2.964040226376551,2.9689890779855945,110006400
1995-03-24,3.030569076538086,3.0657571033372126,3.0129750631385233,3.0173732980250745,98563200
1995-03-27,3.078951835632324,3.0877488408769884,3.0261698041643417,3.0305685752499683,67161600
1995-03-28,3.1141397953033447,3.1493278155892583,3.100944556159417,3.1053427902318664,94750400
1995-03-29,3.063555955886841,3.1669210072247576,3.00857495686352,3.1141389904376786,160102400
1995-03-30,3.0041770935058594,3.0701543541431024,2.946996299822176,3.0657561206663226,164172800
1995-03-31,2.9865829944610596,3.0393650161281784,2.9206051989139157,2.938199206136289,150662400
1995-04-03,3.1141397953033447,3.1141397953033447,2.9733877141596907,2.9821847192311695,94400000
1995-04-04,3.0459630489349365,3.171320920945831,3.034967059934722,3.1273358910917044,100321600
1995-04-05,3.048161029815674,3.056958030569938,2.9821832556955354,3.0261682594668557,119211200
1995-04-06,3.008575201034546,3.083899543604307,2.995379964230093,3.0613572221053276,79091200
1995-04-07,3.065756320953369,3.085549580976619,2.990981514624486,3.008575523534042,85091200
1995-04-10,3.1141397953033447,3.1141397953033447,3.043763754731518,3.0613577648744745,79411200
1995-04-11,3.2109079360961914,3.237298960228489,3.188915684449324,3.193313920007993,173561600
1995-04-12,3.2284998893737793,3.232898659048669,3.175717874833609,3.2153046542019457,83680000
1995-04-13,3.342862367630005,3.347261139208632,3.241697064441369,3.241697064441369,115472000
1995-04-17,3.3076720237731934,3.4308300246583654,3.29007802364674,3.3472587925208495,156675200
1995-04-18,3.3186700344085693,3.395644100486526,3.2812830297447517,3.3912458662289895,168217600
1995-04-19,3.283482789993286,3.325268844197224,3.23290053365511,3.3076748291485614,95795200
1995-04-20,3.2724852561950684,3.3120720398542143,3.2504930162161347,3.3032750364773458,79468800
1995-04-21,3.268085479736328,3.3164687069986614,3.2504914812907115,3.276882478959136,87787200
1995-04-24,3.395643711090088,3.4044407155229637,3.250493406410906,3.2636886445969493,96052800
1995-04-25,3.45937442779541,3.4769793867154886,3.397757071575136,3.397757071575136,128708800
1995-04-26,3.5077850818634033,3.542994967065243,3.4285628401592634,3.4373653114597236,96080000
1995-04-27,3.542997121810913,3.591410474776901,3.502835284817116,3.5033857082382514,91153600
